id,deviceManufacturer,deviceModel,deviceSerialNumber,deviceCategory,deviceEntryDate,country
ITA-95027,Blue Coat,PacketShaper S200,3517330039,OTHER_NETWORK_TOOL,2007-03-22,BR
ITA-95028,Riverbed,CX570 (CX570M) (x86_64),EC6KK000FA92A,OTHER_NETWORK_TOOL,2007-03-22,BR
ITA-95029,Riverbed,CX570 (CX570M) (x86_64),EC6MT000FA978,OTHER_NETWORK_TOOL,2007-03-22,BR
ITA-94916,Cisco,Cisco ISR4321,FLM241211V5,ROUTER,2007-03-22,VE
ITA-203269,Cisco,Cisco ISR4321,N/A,ROUTER,2018-09-22,VE
ITA-203268,Cisco,Cisco ISR4321,N/A,ROUTER,2018-09-22,VE
ITA-210107,Extreme Networks,AP3805i,16030234085H0000,WIFI_ACCESS_POINT,2031-12-19,RO
ITA-210137,Extreme Networks,unknown,unknown,SWITCH,2031-03-19,RO
ITA-210135,Extreme Networks,Summit X450G2-24p-10G4,1748N-44485,SWITCH,2008-10-20,RO
ITA-210136,Extreme Networks,Summit X450G2-24p-10G4,1748N-41048,SWITCH,2008-10-20,RO
ITA-93903,Cisco,L-ISE-PLS-3Y-S3,N/A,OTHER_NETWORK_TOOL,2006-03-22,RO
ITA-93904,Cisco,L-ISE-APX-3Y-S3,N/A,OTHER_NETWORK_TOOL,2006-03-22,RO
ITA-93905,Cisco,C9300-DNA-A-48,N/A,OTHER_NETWORK_TOOL,2006-03-22,RO
ITA-93906,Cisco,C9300-48T-A,SFOC2502LKB3,OTHER_NETWORK_TOOL,2006-03-22,RO
ITA-93907,Cisco,C9300-48T-A,SFOC2502LKC8,OTHER_NETWORK_TOOL,2006-03-22,RO
ITA-93464,Cisco,C9120AXI-E,FCW2433P1MR,WIFI_ACCESS_POINT,2006-03-22,RO
ITA-117262,Cisco,ISR4431/K9,FCZ2411M09M,ROUTER,2021-03-22,GB
ITA-117263,Cisco,ISR4431/kK9,FCZ2414M01Y,ROUTER,2021-03-22,GB
ITA-210138,Brocade,VDX 6740T1G,CQG3835M00T,SWITCH,2001-09-20,DE
ITA-210139,Brocade,VDX 6740,CPL3824N002,SWITCH,2008-10-20,DE
ITA-210140,Brocade,VDX 6740,CPL2536K00W,SWITCH,2001-09-20,DE
ITA-210181,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D010644,OTHER_NETWORK_TOOL,2023-01-19,DE
ITA-210182,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D010643,OTHER_NETWORK_TOOL,2023-01-19,DE
ITA-210183,IBM,IMM,unknown,OTHER_NETWORK_TOOL,2008-09-16,DE
ITA-210184,IBM,IMM,unknown,OTHER_NETWORK_TOOL,2022-05-17,DE
ITA-210185,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D004236,OTHER_NETWORK_TOOL,2022-05-17,DE
ITA-210186,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D004237,OTHER_NETWORK_TOOL,2022-05-17,DE
ITA-210187,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D002704,OTHER_NETWORK_TOOL,2008-09-16,DE
ITA-210188,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D002706,OTHER_NETWORK_TOOL,2008-09-16,DE
ITA-210189,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D002705,OTHER_NETWORK_TOOL,2008-09-16,DE
ITA-210190,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D002710,OTHER_NETWORK_TOOL,2008-09-16,DE
ITA-210141,Extreme Networks,K10-CHASSIS,15505048635L,SWITCH,2008-10-20,DE
ITA-210142,Brocade,40-1001199-07,FEW1939R02F,SWITCH,2029-05-16,DE
ITA-210143,Brocade,40-1001199-07,FEW1941R002,SWITCH,2026-02-20,DE
ITA-210144,Brocade,VDX 6940-144S,CWY3834P006,SWITCH,2001-10-22,DE
ITA-210145,Brocade,VDX 6940-144S,CWY3834P007,SWITCH,2008-10-20,DE
ITA-210146,Brocade,VDX 6740T1G,CQG3827P00V,SWITCH,2008-10-20,DE
ITA-210147,Brocade,VDX 6740T1G,CQG3827P018,SWITCH,2008-10-20,DE
ITA-210148,Brocade,VDX 6740,CPL2547K08P,SWITCH,2031-03-19,DE
ITA-210191,Fujitsu,Lights-Out 100 Remote Management,iRMCEWAA009022,OTHER_NETWORK_TOOL,2001-03-22,DE
ITA-210192,Fujitsu,Lights-Out 100 Remote Management,iRMCEWAA009021,OTHER_NETWORK_TOOL,2001-03-22,DE
ITA-210151,Extreme Networks,unknown,unknown,SWITCH,2031-03-19,DE
ITA-210149,Extreme Networks,Summit X450G2-48p-10G4,1815N-42206,SWITCH,2008-10-20,DE
ITA-210150,Extreme Networks,Summit X450G2-48p-10G4,1815N-42205,SWITCH,2008-10-20,DE
ITA-210154,Extreme Networks,unknown,unknown,SWITCH,2031-03-19,DE
ITA-210152,Extreme Networks,Summit X450G2-48p-10G4,1815N-42161,SWITCH,2008-10-20,DE
ITA-210153,Extreme Networks,Summit X450G2-48p-10G4,1815N-42201,SWITCH,2008-10-20,DE
ITA-210155,Extreme Networks,K10-CHASSIS,11395710635B,SWITCH,2008-10-20,DE
ITA-210158,Extreme Networks,unknown,unknown,SWITCH,2031-03-19,DE
ITA-210156,Extreme Networks,Summit X450G2-48p-10G4,1742N-40328,SWITCH,2008-10-20,DE
ITA-210157,Extreme Networks,Summit X450G2-48p-10G4,1742N-40221,SWITCH,2008-10-20,DE
ITA-210161,Extreme Networks,unknown,unknown,SWITCH,2031-03-19,DE
ITA-210159,Extreme Networks,Summit X450G2-48p-10G4,1742N-40229,SWITCH,2008-10-20,DE
ITA-210160,Extreme Networks,Summit X450G2-48p-10G4,1742N-40329,SWITCH,2008-10-20,DE
ITA-210193,EMC,unknown,unknown,OTHER_NETWORK_TOOL,2019-07-21,DE
ITA-210194,Dell,IntegratedRemote Access Controller 9,unknown,OTHER_NETWORK_TOOL,2001-10-19,DE
ITA-210162,Brocade,VDX 6740T1G,CQG3827P016,SWITCH,2008-10-20,DE
ITA-210163,Brocade,VDX 6740T1G,CQG3821Q01K,SWITCH,2008-10-20,DE
ITA-210164,Brocade,VDX 6740,CPL2536K00H,SWITCH,2008-10-20,DE
ITA-210195,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D010646,OTHER_NETWORK_TOOL,2023-01-19,DE
ITA-210196,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D010645,OTHER_NETWORK_TOOL,2023-01-19,DE
ITA-210197,IBM,Integrated Management Module,unknown,OTHER_NETWORK_TOOL,2008-09-16,DE
ITA-210198,IBM,Integrated Management Module,unknown,OTHER_NETWORK_TOOL,2008-09-16,DE
ITA-210199,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D004235,OTHER_NETWORK_TOOL,2022-05-17,DE
ITA-210200,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D002709,OTHER_NETWORK_TOOL,2008-09-16,DE
ITA-210201,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D002707,OTHER_NETWORK_TOOL,2022-05-17,DE
ITA-210202,Fujitsu,Lights-Out 100 Remote Management,iRMCYM6D002708,OTHER_NETWORK_TOOL,2022-05-17,DE
ITA-210165,Extreme Networks,K10-CHASSIS,12137058635H,SWITCH,2008-10-20,DE
ITA-210166,Extreme Networks,K10-CHASSIS,12137043635H,SWITCH,2008-10-20,DE
ITA-210167,Brocade,40-1001199-07,FEW1939R02D,SWITCH,2023-05-16,DE
ITA-210168,Brocade,40-1001199-07,FEW1941R001,SWITCH,2026-02-20,DE
ITA-210169,Brocade,VDX 6940-144S,CWY3851P00F,SWITCH,2008-10-20,DE
ITA-210170,Brocade,VDX 6940-144S,CWY3834P004,SWITCH,2008-10-20,DE
ITA-210171,Brocade,VDX 6740T1G,CQG3826P00Z,SWITCH,2008-10-20,DE
ITA-210172,Brocade,VDX 6740T1G,CQG3826P011,SWITCH,2008-10-20,DE
ITA-210173,Brocade,VDX 6740,CPL2513K0BA,SWITCH,2008-10-20,DE
ITA-210174,Brocade,VDX 6740,CPL2533K07K,SWITCH,2008-10-20,DE
ITA-210203,Fujitsu,Lights-Out 100 Remote Management,iRMCEWAA009020,OTHER_NETWORK_TOOL,2001-03-22,DE
ITA-210204,Fujitsu,Lights-Out 100 Remote Management,iRMCEWAA009019,OTHER_NETWORK_TOOL,2001-03-22,DE
ITA-95035,Checkpoint,Check point 5600,1621BA0448,FIREWALL,2022-09-15,BR
ITA-205190,Checkpoint,Check point 5600,1621BA0448,FIREWALL,2022-09-15,BR
ITA-95036,Checkpoint,Check point 5600,1628BA0400,FIREWALL,2022-09-15,BR
ITA-205191,Checkpoint,Check point 5600,1628BA0400,FIREWALL,2022-09-15,BR
ITA-95053,Check Point,Check Point 12200,2149BA2087,FIREWALL,2022-09-21,MX
ITA-95054,Check Point,Check Point 12200,2149BA2142,FIREWALL,2025-09-21,MX
ITA-95055,Check Point,4600,1340B01419,FIREWALL,2007-03-22,AR
ITA-205195,Check Point,4600,1340B01419,FIREWALL,2006-10-22,AR
ITA-95056,Check Point,4600,1340B01395,FIREWALL,2007-03-22,AR
ITA-205197,Check Point,4600,1340B01395,FIREWALL,2006-10-22,AR
ITA-95057,Check Point,Check Point 4400,1338B04862,FIREWALL,2012-03-12,PE
ITA-205198,Check Point,Check Point 4400,1338B04862,FIREWALL,2012-03-12,PE
ITA-95058,Check Point,Check Point 4400,1338B04863,FIREWALL,2012-03-12,PE
ITA-205199,Check Point,Check Point 4400,1338B04863,FIREWALL,2012-03-12,PE
ITA-95059,Check Point,Check Point 4400,1408B02239,FIREWALL,2024-04-13,UY
ITA-205200,Check Point,Check Point 4400,1408B02239,FIREWALL,2024-04-13,UY
ITA-95060,Check Point,Check Point 4400,1408B02348,FIREWALL,2024-04-13,UY
ITA-205201,Check Point,Check Point 4400,1408B02348,FIREWALL,2024-04-13,UY
ITA-93735,Cisco,WS-C3560G-48PS-E,FOC1427Y43Z,SWITCH,2006-03-22,HU
ITA-93736,Cisco,WS-C2960S-48TS-L,FOC1452Y1XE,SWITCH,2006-03-22,HU
ITA-93737,Cisco,WS-C3560G-48PS-E,FOC1427Y43V,SWITCH,2006-03-22,HU
ITA-93739,Cisco,WS-C2960S-48TS-L,FOC1431Z0FV,SWITCH,2006-03-22,HU
ITA-93738,Cisco,WS-C2960S-48TS-L,FOC1431Z0G6,SWITCH,2006-03-22,HU
ITA-93740,Cisco,WS-C2960S-48TS-L,FOC1236V1EK,SWITCH,2006-03-22,HU
ITA-94191,Checkpoint,4600,1205B01246,FIREWALL,2007-03-22,IN
ITA-94151,Cisco,WS-C2960X-48TS-L,JIN212910UD,SWITCH,2007-03-22,IN
ITA-94152,Cisco,WS-C2960X-48TS-L,JIN21291030,SWITCH,2007-03-22,IN
ITA-94153,Cisco,WS-C2960X-48TS-L,JIN2129102K,SWITCH,2007-03-22,IN
ITA-94154,Cisco,WS-C2960X-48TS-L,JIN212910PR,SWITCH,2007-03-22,IN
ITA-94155,Cisco,WS-C2960X-48TS-L,JIN212910Q5,SWITCH,2007-03-22,IN
ITA-194648,Cisco,AIR-AP2802I-D-K9,JIN2220B03K,WIFI_ACCESS_POINT,2023-08-22,IN
ITA-94139,Cisco,AIR-AP2802I-D-K9,JIN2220B025,WIFI_ACCESS_POINT,2007-03-22,IN
ITA-94140,Cisco,AIR-AP2802I-D-K9,JIN2220B03K,WIFI_ACCESS_POINT,2007-03-22,IN
ITA-94194,Checkpoint,4600,1230B01762,FIREWALL,2007-03-22,IN
ITA-93873,Check Point,Check Point 4600,1530B02749,FIREWALL,2006-03-22,CZ
ITA-93874,Check Point,Check Point 4600,1530B02719,FIREWALL,2006-03-22,CZ
ITA-139171,Check Point,Check Point 4400,1508B04663,FIREWALL,2005-07-22,AE
ITA-139153,Cisco,WS-C2960X-24TD-L,FCW1849A2XQ,SWITCH,2004-07-22,AE
ITA-139154,Cisco,WS-C2960X-24TD-L,FCW1843A8G8,SWITCH,2004-07-22,AE
ITA-139155,Cisco,WS-C2960X-48FPD-L,FCW2133A17U,SWITCH,2004-07-22,AE
ITA-139156,Cisco,WS-C2960X-48FPD-L,FCW1911E058,SWITCH,2004-07-22,AE
ITA-139157,Cisco,WS-C2960X-48FPD-L,FCW1911E05A,SWITCH,2004-07-22,AE
ITA-139159,Cisco,WS-C2960X-24TD-L,FCW1844A30V,SWITCH,2004-07-22,AE
ITA-93741,Cisco,Catalyst 9200 48T,JAE26201LAH,SWITCH,2006-03-22,AT
ITA-93978,Cisco,Catalyst 9200 48P,JAE26281D3S,SWITCH,2006-03-22,AT
ITA-113197,Cisco,WS-C2960G-24TC-L,FOC1215Z36F,SWITCH,2017-03-22,BG
ITA-113199,Cisco,WS-C2960S-24TS-L,FOC1612Y028,SWITCH,2017-03-22,BG
ITA-93742,Cisco,C9200-48P-E,JAE23420CGD,SWITCH,2006-03-22,BG
ITA-95030,Fortinet,Fortigate 100D,FG100D3G15809621,FIREWALL,2009-12-14,BR
ITA-205186,Fortinet,Fortigate 100D,FG100D3G15809621,FIREWALL,2009-12-14,BR
ITA-95031,Fortinet,Fortigate 100D,FG100D3G15808199,FIREWALL,2012-09-14,BR
ITA-205187,Fortinet,Fortigate 100D,FG100D3G15808199,FIREWALL,2012-09-14,BR
ITA-95061,Check Point,Check Point 4600,1209B01134,FIREWALL,2020-06-12,CO
ITA-95062,Check Point,Check Point 4600,1209B00970,FIREWALL,2016-10-18,CO
ITA-205202,Check Point,Check Point 4600,1209B00970,FIREWALL,2016-10-18,CO
ITA-95014,F5,BIG-IP 2200,f5-nrmq-ljyo,FIREWALL,2010-09-14,CO
ITA-95063,Check Point,Check Point 4600,1530B02828,FIREWALL,2007-03-22,US
ITA-95064,Check Point,Check Point 4600,1530B02831,FIREWALL,2007-03-22,US
ITA-205205,Check Point,Check Point 4600,1530B02831,FIREWALL,2006-10-22,US
ITA-95017,F5,BIG-IP 2000,f5-jfds-qvob,FIREWALL,2002-08-21,MX
ITA-95065,Check Point,Check Point 6700,2225BA0359,FIREWALL,2030-10-21,MX
ITA-95066,Check Point,Check Point 6700,2225BA0366,FIREWALL,2030-10-21,MX
ITA-205203,Check Point,Check Point 6700,2225BA0366,FIREWALL,2030-10-21,MX
ITA-95018,F5,BIG-IP 2000,f5-xmoa-vyjy,FIREWALL,2008-12-12,MX
ITA-95019,F5,BIG-IP 2000,f5-knqc-nvnp,FIREWALL,2012-09-12,MX
ITA-95020,F5,BIG-IP 2000,f5-qqld-xdod,FIREWALL,2008-12-12,MX
ITA-95021,F5,BIG-IP 2000,f5-dlyd-rnfe,FIREWALL,2026-10-15,MX
ITA-95022,F5,BIG-IP 2000,f5-yzky-cdna,FIREWALL,2008-12-12,MX
ITA-94960,Fortinet,Fortigate 90D,FGT90DT418000183,FIREWALL,2017-10-17,MX
ITA-94961,Fortinet,Fortigate 90D,FGT90DT418000168,FIREWALL,2017-10-17,MX
ITA-95067,Check Point,Check point 5600,1743BA2112,FIREWALL,2012-06-16,MX
ITA-95068,Check Point,Check point 5600,1743BA2072,FIREWALL,2012-06-16,MX
ITA-205204,Check Point,Check point 5600,1743BA2072,FIREWALL,2012-06-16,MX
ITA-95024,F5,BIG-IP 2000S,f5-vbaq-cyxb,FIREWALL,2003-08-20,MX
ITA-95025,F5,BIG-IP 2000S,f5-chkr-gaac,FIREWALL,2017-07-16,MX
ITA-94158,Cisco,WS-C2960X-48TS-L,JIN215210LY,SWITCH,2007-03-22,IN
ITA-94159,Cisco,WS-C2960X-48TS-L,JIN2149103A,SWITCH,2007-03-22,IN
ITA-94160,Cisco,WS-C2960X-48TS-L,JIN21491006,SWITCH,2007-03-22,IN
ITA-94161,Cisco,WS-C2960X-48TS-L,JIN2149100U,SWITCH,2007-03-22,IN
ITA-94162,Cisco,WS-C2960X-48TS-L,JIN215110FQ,SWITCH,2007-03-22,IN
ITA-94163,Cisco,WS-C2960X-48TS-L,JIN2149101B,SWITCH,2007-03-22,IN
ITA-202790,Cisco,AIR-AP2802I-D-K9,JIN2220B05X,WIFI_ACCESS_POINT,2012-09-22,IN
ITA-202789,Cisco,AIR-AP2802I-D-K9,JIN2220B05W,WIFI_ACCESS_POINT,2012-09-22,IN
ITA-194649,Cisco,AIR-AP2802I-D-K9,JIN2220B060,WIFI_ACCESS_POINT,2023-08-22,IN
ITA-132485,Cisco,WS-C3650-24PS-S,FDO2137E0U2,SWITCH,2012-04-22,IT
ITA-132486,Cisco,WS-C3560G-24PS-S,FOC1252Z4VZ,SWITCH,2012-04-22,IT
ITA-132487,Cisco,WS-C3650-24PS-S,FDO2050E05T,SWITCH,2012-04-22,IT
ITA-132488,Cisco,WS-C3560G-24PS-S,FOC1252Z4VR,SWITCH,2012-04-22,IT
ITA-203038,Fortinet,Fortigate 300D,FGT3HD3915806019,FIREWALL,2016-12-14,MX
ITA-94972,Fortinet,Fortigate 300D,FGT3HD3917803363,FIREWALL,2010-05-16,MX
ITA-94973,Fortinet,Fortigate 300D,FGT3HD3917803373,FIREWALL,2007-11-16,MX
ITA-93668,Cisco,Catalyst 9200 48T,FOC26352ZYB,SWITCH,2006-03-22,PL
ITA-93670,Cisco,Catalyst 9200 48T,FOC2635304C,SWITCH,2006-03-22,PL
ITA-115019,Cisco,WS-C2960S-48TS-L,FOC1522Z23C,SWITCH,2017-03-22,PL
ITA-237911,Cisco,WS-C3650-48TS,unknown,SWITCH,2031-05-23,RO
ITA-93875,Check Point,Check Point 4400,1414B02560,FIREWALL,2006-03-22,SE
ITA-93876,Check Point,Check Point 4400,1414B02561,FIREWALL,2006-03-22,SE
ITA-94203,Checkpoint,3800,2123BA5081,FIREWALL,2007-03-22,TW
ITA-94204,Checkpoint,3800,2123BA4945,FIREWALL,2007-03-22,TW
ITA-203201,Juniper,N/A,N/A,FIREWALL,2015-09-22,UY
ITA-203202,Juniper,N/A,0162092009003904,FIREWALL,2015-09-22,UY
ITA-94168,Cisco,WS-C2960X-48FPS-L,FCW2238B4RD,SWITCH,2007-03-22,SG
ITA-94169,Cisco,WS-C2960X-48FPS-L,FCW2238B4N6,SWITCH,2007-03-22,SG
ITA-94207,Checkpoint,Smart-1 225,LR201801003490,FIREWALL,2007-03-22,SG
ITA-94143,Cisco,AIR-AP2802I-D-K9,JIN2220B05X,WIFI_ACCESS_POINT,2007-03-22,IN
ITA-94144,Cisco,AIR-AP2802I-D-K9,JIN2220B05W,WIFI_ACCESS_POINT,2007-03-22,IN
ITA-194638,Cisco,WS-C2960X-48TS-L,FOC213383MN,SWITCH,2023-08-22,IN
ITA-94172,Cisco,WS-C2960X-48TS-L,FOC213383MN,SWITCH,2007-03-22,IN
ITA-94173,Cisco,WS-C2960X-48TS-L,FOC21337ZE0,SWITCH,2007-03-22,IN
ITA-94145,Cisco,AIR-AP2802I-D-K9,JIN2237B0BN,WIFI_ACCESS_POINT,2007-03-22,IN
ITA-94208,Checkpoint,5200,1902BA1605,FIREWALL,2007-03-22,SG
ITA-94209,Checkpoint,5200,1902BA1619,FIREWALL,2007-03-22,SG
ITA-194643,Cisco,CAT9K_LITE_IOSXE,FOC26471675,SWITCH,2023-08-22,TW
ITA-194644,Cisco,CAT9K_LITE_IOSXE,FOC26485CD6,SWITCH,2023-08-22,TW
ITA-162742,Cisco,CAT9K_LITE_IOSXE,FOC26480NU7,SWITCH,2004-08-22,TW
ITA-194641,Cisco,CAT9K_LITE_IOSXE,FOC26480NU7,SWITCH,2023-08-22,TW
ITA-94146,Cisco,C9120AXE-T,FGL2723LKRU,WIFI_ACCESS_POINT,2007-03-22,TW
ITA-94148,Cisco,C9120AXE-T,FGL2723LKS3,WIFI_ACCESS_POINT,2007-03-22,TW
ITA-202785,Cisco,C9120AXE-T,FGL2723LKS6,WIFI_ACCESS_POINT,2012-09-22,TW
ITA-202786,Cisco,C9120AXE-T,FGL2723LKRX,WIFI_ACCESS_POINT,2012-09-22,TW
ITA-202787,Cisco,C9120AXE-T,FGL2723LKS0,WIFI_ACCESS_POINT,2012-09-22,TW
ITA-94185,Cisco,ISR4221/K9,FGL225212TS,ROUTER,2007-03-22,TW
ITA-94186,Cisco,ISR4221/K9,FGL225212TQ,ROUTER,2007-03-22,TW
ITA-94178,Cisco,WS-C2960X-48TS-L,FOC2340T2LU,SWITCH,2007-03-22,TW
ITA-94179,Cisco,WS-C2960X-48TS-L,FOC2340T2DV,SWITCH,2007-03-22,TW
ITA-94182,Cisco,WS-C2960X-48TS-L,FCW2007A0W4,SWITCH,2007-03-22,CN
ITA-94183,Cisco,WS-C2960X-48TS-L,FCW1950A33X,SWITCH,2007-03-22,CN
ITA-94184,Cisco,WS-C2960X-48TS-L,FCW2007A11M,SWITCH,2007-03-22,CN
ITA-94147,Cisco,AIR-AP2802I-H-K9,FGL2251A7EJ,WIFI_ACCESS_POINT,2007-03-22,CN
ITA-94218,Fortinet,FortiGate-60F,FGT60FTK2109DDY5,FIREWALL,2007-03-22,CN
ITA-94219,Fortinet,FortiGate-60F,FGT60FTK2109DH8D,FIREWALL,2007-03-22,CN
ITA-95007,F5,BIG-IP 3600,f5-yhzw-svta,FIREWALL,2007-03-22,VE
ITA-203156,Restorepoint,N/A,N/A,OTHER_NETWORK_TOOL,2015-09-22,RO
ITA-203173,Zscaler,N/A,N/A,OTHER_NETWORK_TOOL,2015-09-22,RO
ITA-203251,Zscaler,N/A,N/A,OTHER_NETWORK_TOOL,2018-09-22,RO
ITA-203252,Zscaler,N/A,N/A,OTHER_NETWORK_TOOL,2018-09-22,RO
ITA-203174,Zscaler,N/A,N/A,OTHER_NETWORK_TOOL,2015-09-22,RO
ITA-203253,Zscaler,N/A,N/A,OTHER_NETWORK_TOOL,2018-09-22,RO
ITA-95026,F5,BIG-IP 2000S,f5-iudx-ndrh,FIREWALL,2022-02-21,MX
ITA-93672,Cisco,Catalyst 9200 48P,FOC25241WWZ,SWITCH,2006-03-22,ES
ITA-93673,Cisco,Catalyst 9200 48P,JAE252002ZZ,SWITCH,2006-03-22,ES
ITA-93674,Cisco,Catalyst 9200 48P,JAE2520030Q,SWITCH,2006-03-22,ES
ITA-93675,Cisco,C9200 48p,SJAD23110JG1,SWITCH,2006-03-22,ES
ITA-93676,Cisco,C9200 48p,SJAD23110TVT,SWITCH,2006-03-22,ES
ITA-93677,Cisco,C9200 48p,SJAD23110TYB,SWITCH,2006-03-22,ES
ITA-93678,Cisco,C9200 48p,SJAD23120C4W,SWITCH,2006-03-22,ES
ITA-93679,Cisco,C9200 48p,SJAD23120C5G,SWITCH,2006-03-22,ES
ITA-93680,Cisco,C9200 48p,SJAD23120C83,SWITCH,2006-03-22,ES
ITA-93465,Cisco,Catalyst 9120AXI,FCW2528PCMF,WIFI_ACCESS_POINT,2006-03-22,ES
ITA-93466,Cisco,AIR-AP1832I-E-K9,SKWC23010MWJ,WIFI_ACCESS_POINT,2006-03-22,ES
ITA-93467,Cisco,AIR-AP1832I-E-K9,SKWC23020BRE,WIFI_ACCESS_POINT,2006-03-22,ES
ITA-93468,Cisco,AIR-AP1832I-E-K9,SKWC23020BS5,WIFI_ACCESS_POINT,2006-03-22,ES
ITA-93469,Cisco,AIR-AP1832I-E-K9,SKWC23020BSA,WIFI_ACCESS_POINT,2006-03-22,ES
ITA-93470,Cisco,AIR-AP1832I-E-K9,SKWC230405AF,WIFI_ACCESS_POINT,2006-03-22,ES
ITA-210108,Extreme Networks,AP3825i-1,17500230085N0000,WIFI_ACCESS_POINT,2031-12-19,SK
ITA-210175,Extreme Networks,unknown,unknown,SWITCH,2002-09-21,SK
ITA-120662,Cisco,WS-C2960X-48LPD-L,FOC2221V0RK,SWITCH,2021-03-22,BR
ITA-120663,Cisco,WS-C2960X-48LPD-L,FOC2221S1E7,SWITCH,2021-03-22,BR
ITA-120664,Cisco,WS-C2960X-48LPD-L,FOC2221S0ZQ,SWITCH,2021-03-22,BR
ITA-120665,Cisco,WS-C2960X-48LPD-L,FOC2221S0X6,SWITCH,2021-03-22,BR
ITA-120667,Cisco,WS-C2960X-48LPD-L,FOC2221S1DG,SWITCH,2021-03-22,BR
ITA-120668,Cisco,WS-C2960X-48LPD-L,FOC2221V0PP,SWITCH,2021-03-22,BR
ITA-94642,Cisco,WS-C2960X-48FPS-L,FJC2321W1YK,SWITCH,2007-03-22,AR
ITA-94645,Cisco,WS-C2960X-48FPS-L,FJC2317W1GT,SWITCH,2007-03-22,AR
ITA-203804,Cisco,C9300L-48T-4G,FJC2548192P,SWITCH,2027-09-22,AR
ITA-203806,Cisco,C9300L-48T-4G,FJC254819UE,SWITCH,2027-09-22,AR
ITA-94649,Cisco,WS-C2960X-24PS-L,FOC1921S26N,SWITCH,2007-03-22,AR
ITA-94650,Cisco,WS-C2960X-24PS-L,FOC1921S27E,SWITCH,2007-03-22,AR
ITA-94651,Cisco,WS-C2960X-24TS-L,FOC1841S4W2,SWITCH,2007-03-22,AR
ITA-94652,Cisco,WS-C2960X-24TS-L,FOC1841S4UP,SWITCH,2007-03-22,AR
ITA-120669,Cisco,WS-C2960X-48LPD-L,FOC2221S1K2,SWITCH,2021-03-22,BR
ITA-120670,Cisco,WS-C2960X-48LPD-L,FOC2221S1DH,SWITCH,2021-03-22,BR
ITA-120671,Cisco,WS-C2960X-48LPD-L,FOC2221S1DH,SWITCH,2021-03-22,BR
ITA-120672,Cisco,WS-C2960X-48LPD-L,FOC2221S1DE,SWITCH,2021-03-22,BR
ITA-120673,Cisco,WS-C2960X-48LPD-L,FOC2221V131,SWITCH,2021-03-22,BR
ITA-121065,Cisco,WS-C2960X-48LPD-L,FOC2221S1D3,SWITCH,2021-03-22,BR
ITA-121066,Cisco,WS-C2960X-48LPD-L,FOC2221S1DF,SWITCH,2021-03-22,BR
ITA-121069,Cisco,WS-C2960X-48LPD-L,FOC2221V12X,SWITCH,2021-03-22,BR
ITA-121070,Cisco,WS-C2960X-48LPD-L,FOC2221S0XK,SWITCH,2021-03-22,BR
ITA-121067,Cisco,WS-C2960X-48LPD-L,FOC2221S1HU,SWITCH,2021-03-22,BR
ITA-121068,Cisco,WS-C2960X-48LPD-L,FOC2221S1DL,SWITCH,2021-03-22,BR
ITA-121071,Cisco,C9300-48P,FOC2401W0B9,SWITCH,2021-03-22,BR
ITA-121072,Cisco,C9300-48P,FCW2401D0MR,SWITCH,2021-03-22,BR
ITA-121073,Cisco,C9300-48P,FOC2401U0UV,SWITCH,2021-03-22,BR
ITA-121074,Cisco,C9300-48P,FCW2401BHNA,SWITCH,2021-03-22,BR
ITA-121075,Cisco,C9300-48P,FCW2401C0X2,SWITCH,2021-03-22,BR
ITA-125808,Cisco,C9300-48P,FCW2401DHKA,SWITCH,2022-03-22,BR
ITA-125809,Cisco,C9300-48P,FCW2401D0R6,SWITCH,2022-03-22,BR
ITA-125810,Cisco,C9300-48P,FOC2401W0QV,SWITCH,2022-03-22,BR
ITA-125811,Cisco,C9300-48P,FCW2401C0X1,SWITCH,2022-03-22,BR
ITA-125812,Cisco,C9300-48P,FOC2401X0SJ,SWITCH,2022-03-22,BR
ITA-125956,Cisco,C9300-48P,FCW2401BHAX,SWITCH,2022-03-22,BR
ITA-125957,Cisco,C9300-48P,FOC2401U0UG,SWITCH,2022-03-22,BR
ITA-125958,Cisco,C9300-48P,FOC2401W0QZ,SWITCH,2022-03-22,BR
ITA-125959,Cisco,C9300-48P,FCW2401D0RC,SWITCH,2022-03-22,BR
ITA-125960,Cisco,C9300-48P,FCW2401T094,SWITCH,2023-03-22,BR
ITA-125961,Cisco,C9300-48P,FOC2401U0UQ,SWITCH,2023-03-22,BR
ITA-125962,Cisco,C9300-48P,FCW2401C0X7,SWITCH,2023-03-22,BR
ITA-125963,Cisco,C9300-48P,FCW2401C0XD,SWITCH,2023-03-22,BR
