id,deviceManufacturer,deviceModel,deviceSerialNumber,deviceCategory,deviceEntryDate,country
ITA-208985,VMware,Virtual Machine,VMware-42 25 63 2a 1a 65 c1 5f-c2 9b 63 9e 4c 71 b7 40,SERVER,2017-10-22,DE
ITA-208986,VMware,Virtual Machine,VMware-42 25 a4 5e 76 0c d7 ad-92 8c f9 9d 0d 7c 54 72,SERVER,2017-10-22,DE
ITA-115348,Oracle,ORACLE SERVER X6-2L,1649NM70M1,SERVER,2020-03-22,GB
ITA-115350,Oracle,ORACLE SERVER X6-2L,1649NM70VF,SERVER,2020-03-22,GB
ITA-115354,Oracle,ORACLE SERVER X7-2L,1752XC2012,SERVER,2020-03-22,GB
ITA-95489,Trusted DC,unknown,unknown,SERVER,2013-03-22,BR
ITA-115131,Local DC,VMware Virtual Platform,unknown,SERVER,2020-03-22,IT
ITA-76548,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,IT
ITA-85337,Dell,ME4012,11G0K03,SERVER,2011-05-18,FR
ITA-115132,IBM,IBM Flex System x240,06DLCYV,SERVER,2020-03-22,IT
ITA-115133,IBM,IBM Flex System x240,06DLCYW,SERVER,2020-03-22,IT
ITA-115134,IBM,IBM Flex System x240,06FCMYA,SERVER,2020-03-22,IT
ITA-115135,IBM,IBM Flex System x240,06FCMXZ,SERVER,2020-03-22,IT
ITA-115136,IBM,IBM Flex System x240,06GDEDC,SERVER,2020-03-22,IT
ITA-115137,IBM,IBM Flex System x240,S401YHB,SERVER,2020-03-22,IT
ITA-115138,IBM,IBM Flex System x240,S401YGR,SERVER,2020-03-22,IT
ITA-115139,IBM,IBM Flex System x240,06GDEDD,SERVER,2020-03-22,IT
ITA-115140,IBM,IBM Flex System x240,06GDEDA,SERVER,2020-03-22,IT
ITA-115141,IBM,IBM Flex System x240,06GDEDB,SERVER,2020-03-22,IT
ITA-115142,IBM,IBM Flex System x240,J307YV4,SERVER,2020-03-22,IT
ITA-115143,IBM,IBM Flex System x240,J307YV5,SERVER,2020-03-22,IT
ITA-115144,IBM,IBM Flex System x240,S401YH1,SERVER,2020-03-22,IT
ITA-115145,IBM,IBM Flex System x240,S401YH6,SERVER,2020-03-22,IT
ITA-115207,Lenovo,Lenovo SR 360,J700DBDR,SERVER,2001-01-21,IT
ITA-115208,Lenovo,Lenovo SR 360,J700DBDP,SERVER,2001-01-21,IT
ITA-85338,Synology,RS2414RP,14C0M1N188800,SERVER,2011-05-18,FR
ITA-203449,Microsoft,Azure,unknown,SERVER,2022-09-22,FR
ITA-209941,VMware,VMware Virtual Platform,unknown,SERVER,2030-10-22,FR
ITA-86054,PureStorage,FlashArray X20 R2,unknown,SERVER,2008-02-22,TR
ITA-116986,Checkpoint,Checkpoint 4400,1436B02120,SERVER,2020-03-22,GB
ITA-116985,Checkpoint,Checkpoint 4400,1436B02151,SERVER,2020-03-22,GB
ITA-116989,Checkpoint,Checkpoint 4600,1205B01361,SERVER,2020-03-22,GB
ITA-116990,Checkpoint,Checkpoint 4600,1435B00940,SERVER,2020-03-22,GB
ITA-115362,Trusted DC,unknown,VMWARE-42 20 D5 13 97 3D F5 FC-84 C0 ED D1 50 EE 27 B8,SERVER,2020-03-22,GB
ITA-134320,VMware,VMware Virtual Platform,unknown,SERVER,2011-05-22,BR
ITA-76727,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76728,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76729,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76730,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76732,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76731,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76734,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76733,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76735,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76736,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76738,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76737,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76739,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76740,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76741,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76742,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-90273,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-76743,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76744,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76745,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76746,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76747,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76748,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-208987,VMware,Virtual Machine,VMware-42 25 09 99 ea f6 a7 34-05 52 8c dc 90 79 1c 53,SERVER,2017-10-22,DE
ITA-208988,VMware,Virtual Machine,VMware-42 25 88 63 1e 95 f5 90-2a 10 fa 85 6d 6c f6 32,SERVER,2017-10-22,DE
ITA-115363,Trusted DC,unknown,VMWARE-42 20 CC 44 3A EA 94 E1-8F 7E 61 E4 D0 1E 62 40,SERVER,2020-03-22,GB
ITA-115367,Trusted DC,unknown,VMWARE-42 20 EF C0 57 7A D2 CD-26 AC 77 DB DF 00 E5 92,SERVER,2020-03-22,GB
ITA-95197,Cisco,CISCO 4351,FDO2144A1CF,SERVER,2001-12-16,IT
ITA-95198,Cisco,CISCO 4351,FDO2144A0WT,SERVER,2001-12-16,IT
ITA-92126,Microsoft,unknown,unknown,SERVER,2003-03-22,TW
ITA-121226,Dell,POWER VAULT TL1000,9H89822,SERVER,2022-03-22,PT
ITA-115366,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115369,Trusted DC,unknown,VMWARE-42 20 17 8A 64 02 AA 81-D2 63 DB D4 2E FB 88 01,SERVER,2020-03-22,GB
ITA-115371,Trusted DC,unknown,VMWARE-42 20 AD DF BB 48 69 7F-C7 66 F1 D8 34 DE 58 E1,SERVER,2020-03-22,GB
ITA-115373,Trusted DC,unknown,VMWARE-42 20 D9 38 5C EB A8 D8-19 A6 E1 8B D1 0F CB FA,SERVER,2020-03-22,GB
ITA-115209,IBM,8721A1G (Flex Chassis),06DDDZB,SERVER,2001-01-15,IT
ITA-115210,Lenovo,Lenovo Flex Chassis,06FYYLX,SERVER,2001-01-15,IT
ITA-115374,Trusted DC,unknown,VMWARE-42 22 CF B0 2B 5C 6E DF-4A 35 90 40 57 CB AD 22,SERVER,2020-03-22,GB
ITA-97888,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97889,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97890,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-92093,Dell,PowerVault LTO6,G43RC72,SERVER,2028-05-14,GR
ITA-97892,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97891,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-204185,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204186,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204187,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204178,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204188,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204156,Azure,unknown,unknown,SERVER,2001-10-22,AE
ITA-204177,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204183,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204184,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204176,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-97893,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97894,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97895,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97896,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97897,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97898,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97899,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97900,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97901,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97902,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97903,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97904,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97905,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97906,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-116991,Checkpoint,Checkpoint 3800,2141BA1503,SERVER,2020-03-22,GB
ITA-116992,Checkpoint,Checkpoint 3800,2141BA1503,SERVER,2020-03-22,GB
ITA-117031,Dell,PowerEdge R440,J5YMD33,SERVER,2020-03-22,GB
ITA-76749,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,GB
ITA-76752,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,GB
ITA-76751,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,GB
ITA-97907,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97908,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-76754,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-97909,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97910,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97911,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97912,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97913,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97915,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97914,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97916,Scaleway,unknown,unknown,SERVER,2015-03-22,FR
ITA-97917,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97918,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97919,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-218510,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-97920,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97921,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97923,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97714,ABB,PowerScale,1012203652,SERVER,2014-03-22,SK
ITA-115376,Trusted DC,unknown,VMWARE-42 22 9F 64 00 05 1F 88-98 82 3F 8E 83 84 9A B5,SERVER,2020-03-22,GB
ITA-115377,Trusted DC,unknown,VMWARE-42 1A EA 10 78 E2 B3 88-FB 9A 50 30 DF C6 B3 AE,SERVER,2020-03-22,GB
ITA-115378,Trusted DC,unknown,VMWARE-42 22 37 AC D7 0D 18 9F-49 6F 0F A6 5E 23 7F 1F,SERVER,2020-03-22,GB
ITA-115380,Trusted DC,unknown,VMWARE-42 1A 2C D0 78 0D B7 41-68 7B 89 33 A5 DB 95 9F,SERVER,2020-03-22,GB
ITA-115379,Trusted DC,unknown,VMWARE-42 22 1A BB 1C 30 ED 6D-89 50 D7 BE F0 AC 48 8C,SERVER,2020-03-22,GB
ITA-115381,Trusted DC,unknown,VMWARE-42 1A 29 DF 81 8B 4A 89-2F 8A 89 19 9E DB F9 5D,SERVER,2020-03-22,GB
ITA-115383,Trusted DC,unknown,VMWARE-42 22 AC E7 FB 75 6C E1-46 BC D0 9F DE 4A 55 99,SERVER,2020-03-22,GB
ITA-115382,Trusted DC,unknown,VMWARE-42 22 25 79 20 07 DF DE-8B A1 88 9A CC 0D FE 1C,SERVER,2020-03-22,GB
ITA-115384,Trusted DC,unknown,VMWARE-42 1A 12 AF 6C 34 C2 F8-F0 58 AF 6F 1A 17 B5 CC,SERVER,2020-03-22,GB
ITA-115385,Trusted DC,unknown,VMWARE-42 22 6B AE EE 7A C5 24-66 C6 4B D1 17 AD D6 E6,SERVER,2020-03-22,GB
ITA-115386,Trusted DC,unknown,VMWARE-42 1A 09 DF FB 65 CA A4-CA 68 8A E8 CE CC A5 7C,SERVER,2020-03-22,GB
ITA-97922,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97924,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97925,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97926,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97927,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-86056,Dell EMC,PowerProtect DD3300,DMGB4F3,SERVER,2006-09-20,TR
ITA-78884,HP,ProLiant DL360p Gen8,unknown,SERVER,2001-02-22,BR
ITA-97928,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97929,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115387,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115390,HP,ProLiant DL380p Gen8,CZ23180BFP,SERVER,2020-03-22,GB
ITA-115391,HP,ProLiant DL380p Gen8,CZ23180BFQ,SERVER,2020-03-22,GB
ITA-115392,Trusted DC,unknown,VMWARE-42 22 9C 57 55 D6 86 00-38 AE F5 F3 61 AE 1F BF,SERVER,2020-03-22,GB
ITA-115393,Trusted DC,unknown,VMWARE-42 1A CE 1A B7 25 F6 66-BB 4E 35 DC 2F 75 D1 E0,SERVER,2020-03-22,GB
ITA-92297,Dell,EqualLogic PS 6210X,DF3ZGQ2,SERVER,2028-06-17,CN
ITA-92272,Buffalo,TS5410RN1604,40378690200702,SERVER,2003-03-22,JP
ITA-92273,Buffalo,TS5410RN3204,40378891000071,SERVER,2003-03-22,JP
ITA-115394,Trusted DC,unknown,VMWARE-42 1A 88 F4 A7 88 08 3B-C5 E8 F7 4F F2 2F F3 3A,SERVER,2020-03-22,GB
ITA-115395,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115396,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115212,Dell EMC,Datadomain DD6300,CKM00173001171,SERVER,2001-01-15,IT
ITA-195541,Dell,unknown,DP6V4F3/7R6V4F3,SERVER,2007-01-21,SK
ITA-195544,Dell,unknown,DP6V4F3/7R6V4F3,SERVER,2007-01-21,SK
ITA-95490,Dell,PowerEdge R640,unknown,SERVER,2013-03-22,BR
ITA-95491,Dell,PowerEdge R640,unknown,SERVER,2013-03-22,BR
ITA-95492,Dell,PowerEdge R640,unknown,SERVER,2013-03-22,BR
ITA-95494,Dell,PowerEdge R640,unknown,SERVER,2013-03-22,BR
ITA-95493,Dell,PowerEdge R640,unknown,SERVER,2013-03-22,BR
ITA-95495,Dell,PowerEdge R640,unknown,SERVER,2013-03-22,BR
ITA-95496,Dell,PowerEdge R640,unknown,SERVER,2013-03-22,BR
ITA-95497,Dell,PowerEdge R640,unknown,SERVER,2013-03-22,BR
ITA-95498,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95499,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95500,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-140999,VMware,VMware Virtual Platform,unknown,SERVER,2012-07-22,BR
ITA-209942,VMware,VMware Virtual Platform,unknown,SERVER,2030-10-22,BR
ITA-95502,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95503,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95504,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95505,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95506,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95507,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95508,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95509,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95510,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95511,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95512,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95513,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95514,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95515,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95516,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95517,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-95518,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95519,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95520,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95521,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95522,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-90274,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-95523,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95524,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95525,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95526,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95527,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95528,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95529,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95531,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95536,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95537,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95538,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95539,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95540,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95541,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95542,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-78885,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-95544,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-90279,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-90280,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-95545,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-90287,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-90288,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-95548,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-95549,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-90291,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-95550,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95551,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95552,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-95553,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-90292,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-95554,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-134410,VMware,VMware Virtual Platform,unknown,SERVER,2011-05-22,BR
ITA-95555,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95557,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95556,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95558,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95559,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95560,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-95561,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-95562,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-76755,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-203693,Trusted DC,unknown,unknown,SERVER,2025-09-22,BR
ITA-76758,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76757,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76759,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-95563,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-90294,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-90295,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-95567,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-95568,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-76760,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-95569,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-95570,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-95572,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-90296,VMware,VMware Virtual Platform,unknown,SERVER,2023-02-22,BR
ITA-95573,VMware,VMware Virtual Platform,unknown,SERVER,2013-03-22,BR
ITA-209943,VMware,VMware Virtual Platform,unknown,SERVER,2030-10-22,BR
ITA-209944,VMware,VMware Virtual Platform,unknown,SERVER,2030-10-22,BR
ITA-76762,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76763,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76764,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76765,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76766,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76767,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76768,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76769,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76770,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76771,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76772,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76773,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76774,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-141001,VMware,VMware Virtual Platform,unknown,SERVER,2012-07-22,BR
ITA-76775,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76776,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76778,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76779,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-208990,Microsoft,Standard_B1ls,unknown,SERVER,2018-01-20,DE
ITA-208989,Microsoft,Standard_B2s,unknown,SERVER,2015-03-21,DE
ITA-208992,Microsoft,Standard_D2s_v3,unknown,SERVER,2018-01-20,DE
ITA-208991,Microsoft,Standard_D2s_v3,unknown,SERVER,2018-01-20,DE
ITA-115397,Trusted DC,unknown,VMWARE-42 20 60 3D 66 F7 AD F2-C9 ED F8 6C 36 63 96 E1,SERVER,2020-03-22,GB
ITA-115398,Trusted DC,unknown,VMWARE-42 20 23 BF B2 7E 29 62-62 6C EE 68 AE CD 00 56,SERVER,2020-03-22,GB
ITA-115399,Trusted DC,unknown,VMWARE-42 20 3F D6 91 C6 7D B2-B5 48 03 18 94 A3 36 B7,SERVER,2020-03-22,GB
ITA-115400,Trusted DC,unknown,VMWARE-42 20 83 9E F5 33 7E 71-82 BD B0 BA 31 29 3B A2,SERVER,2020-03-22,GB
ITA-115401,Trusted DC,unknown,VMWARE-42 20 78 E3 03 D0 34 3B-85 6D 79 74 86 B6 DC 76,SERVER,2020-03-22,GB
ITA-115402,Trusted DC,unknown,VMWARE-42 20 2A 96 06 BE 55 B0-F6 5D 01 04 DC 87 6B 09,SERVER,2020-03-22,GB
ITA-208993,Microsoft,Standard_B2s,unknown,SERVER,2017-02-22,DE
ITA-115403,Trusted DC,unknown,VMWARE-42 20 21 90 21 46 0D A5-25 67 9F FD 00 FF B9 FC,SERVER,2020-03-22,GB
ITA-115404,Trusted DC,unknown,VMWARE-42 20 E6 15 9E D1 12 9C-6F 10 1B 83 B5 DD 0A 97,SERVER,2020-03-22,GB
ITA-115405,Trusted DC,unknown,VMWARE-42 20 20 85 E9 BB B9 E8-03 5F F2 0C 26 BB C7 B8,SERVER,2020-03-22,GB
ITA-115147,Local DC,unknown,unknown,SERVER,2020-03-22,IT
ITA-115406,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115407,Trusted DC,unknown,VMWARE-42 20 D0 3F 48 EE B0 52-BE 3E 98 CC A2 18 50 40,SERVER,2020-03-22,GB
ITA-115408,Trusted DC,unknown,VMWARE-42 20 38 97 3C 09 7F 6A-9F F2 0E 88 D6 B7 C1 53,SERVER,2020-03-22,GB
ITA-115409,Trusted DC,unknown,VMWARE-42 20 A6 3D 1A 83 CB 0C-09 02 09 EC EF DE 78 C4,SERVER,2020-03-22,GB
ITA-115410,Trusted DC,unknown,VMWARE-42 20 81 CB C5 53 3C DE-56 15 F8 F3 1F 24 5E 6E,SERVER,2020-03-22,GB
ITA-115411,Trusted DC,unknown,VMWARE-42 20 40 B9 43 BC 89 63-DE 47 FD 1D BC 7F BE 50,SERVER,2020-03-22,GB
ITA-115412,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-97930,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98328,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98343,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97931,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98329,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98342,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97932,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98330,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98345,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98360,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-208994,Microsoft,Standard_DS1_v2,unknown,SERVER,2001-08-22,DE
ITA-208996,Microsoft,Standard_DS1_v2,unknown,SERVER,2001-08-22,DE
ITA-208995,Microsoft,Standard_DS1_v2,unknown,SERVER,2019-08-21,DE
ITA-208997,Microsoft,Standard_DS1_v2,unknown,SERVER,2016-05-22,DE
ITA-208998,Microsoft,Standard_DS1_v2,unknown,SERVER,2019-07-22,DE
ITA-208999,Microsoft,Standard_D2s_v3,unknown,SERVER,2014-03-22,DE
ITA-209001,Microsoft,Standard_DS1_v2,unknown,SERVER,2019-01-21,DE
ITA-209002,Microsoft,Standard_DS1_v2,unknown,SERVER,2017-02-21,DE
ITA-209003,Microsoft,Standard_DS1_v2,unknown,SERVER,2020-10-21,DE
ITA-209004,Microsoft,Standard_DS1_v2,unknown,SERVER,2001-10-21,DE
ITA-209005,Microsoft,Standard_D2s_v3,unknown,SERVER,2004-03-22,DE
ITA-209006,Microsoft,Standard_DS1_v2,unknown,SERVER,2002-08-21,DE
ITA-209007,Microsoft,Standard_DS1_v2,unknown,SERVER,2017-02-22,DE
ITA-209010,Microsoft,Standard_D2s_v3,unknown,SERVER,2004-03-22,DE
ITA-209009,Microsoft,Standard_B1ls,unknown,SERVER,2018-01-20,DE
